Date,SDofDomBanks,SPIEX,SMI,SMIMid,Gov10yr,Gov3yr,Libor3M_CHF,CHFUSD,CHFEUR
07/12/2018,472503,253.1,8741.03,2196.36,-0.18,-0.781,-0.739,1.009,0.8861
14/12/2018,471644,251.26,8713.68,2184.37,-0.196,-0.78,-0.7322,1.0018,0.8862
21/12/2018,474489,240.19,8417.29,2078.64,-0.259,-0.829,-0.7344,1.0049,0.8839
28/12/2018,479005,243.17,8429.3,2102.35,-0.278,-0.821,-0.718,1.0161,0.8875
04/01/2019,479005,246.88,8608.56,2126.03,-0.221,-0.736,-0.7116,1.013,0.8891
11/01/2019,479005,255.5,8828.22,2201.99,-0.19,-0.723,-0.7024,1.0167,0.8861
18/01/2019,479005,263.19,9023.96,2288.6,-0.166,-0.707,-0.702,1.0045,0.884
25/01/2019,479005,264.45,8922.49,2302.75,-0.213,-0.711,-0.6988,1.0068,0.8823
01/02/2019,479005,264.41,8996.36,2299.49,-0.269,-0.721,-0.7062,1.0046,0.8768
08/02/2019,479005,261.72,9003.41,2286.68,-0.332,-0.741,-0.7062,0.9993,0.8828
15/02/2019,479005,268.74,9242.12,2361.66,-0.309,-0.725,-0.7062,0.9945,0.8806
22/02/2019,479005,271.52,9348.93,2384.06,-0.32,-0.73,-0.7062,0.9997,0.8815
