Date;SDofDomBanks;OtherSD;TotalSD;M1Switzerland;SNBFXinv;SPIEX;SMI;SMIMid;Gov10yr;Gov3yr;Libor3M_CHF;OvernightLendingRate;CHFUSD;CHFEUR
2015-04-24;385899;61300;447199;572826;531911.4;218.18;9302.12;1837.13;-0.129;-0.889;-0.812;-0.75;1.0483;0.9643
2015-05-01;384147;65315;449462;566532;536364.1;215.52;9077.12;1811.15;0.013;-0.788;-0.795;-0.6;1.0723;0.9576
2015-05-08;379364;71126;450490;566532;536364.1;213.97;9093.33;1794.36;0.054;-0.814;-0.792;0;1.0742;0.9591
2015-05-15;377233;75269;452502;566532;536364.1;214.99;9109.92;1800.74;0.048;-0.822;-0.792;-0.775;1.0917;0.9538
2015-05-22;380102;73674;453776;566532;536364.1;216.58;9353.3;1817.83;0.008;-0.839;-0.788;-0.775;1.0621;0.9624
2015-05-29;380536;73504;454040;566532;536364.1;214.15;9237.79;1795.14;-0.082;-0.912;-0.788;-0.8;1.0635;0.9676
2015-06-05;380536;73504;454040;568534;525478.9;212.3;9105.02;1774.64;0.092;-0.825;-0.778;-0.8;1.0644;0.9576
2015-06-12;383387;71699;455086;568534;525478.9;210.53;9026.43;1757.86;0.143;-0.906;-0.775;-0.78;1.077;0.9557
2015-06-19;388242;67533;455775;568534;525478.9;206.77;8867.32;1721.62;0.123;-0.925;-0.785;-0.45;1.0896;0.9597
2015-06-26;391461;65116;456577;568534;525478.9;207.34;9007.5;1733.06;0.149;-0.892;-0.782;-0.76;1.0719;0.9594
2015-07-03;391134;66731;457865;568371;529520.6;206.02;8912.84;1725.34;0.088;-0.936;-0.789;-0.5;1.0633;0.9581
2015-07-10;396073;63934;460007;568371;529520.6;207.85;9134.18;1747.92;0.086;-0.907;-0.779;-0.8;1.065;0.9549
2015-07-17;396752;64106;460858;568371;529520.6;213.89;9446.17;1804.05;0.054;-0.894;-0.753;-0.78;1.0395;0.96
2015-07-24;397630;64260;461890;568371;529520.6;212.49;9322.97;1784.42;-0.056;-0.887;-0.739;-0.78;1.0385;0.9465
2015-07-31;398217;63841;462058;570623;550669.8;215.87;9428.17;1822.45;-0.062;-0.891;-0.739;-0.79;1.0349;0.9421
2015-08-07;395840;66483;462323;570623;550669.8;216.31;9408.27;1832.92;-0.146;-0.892;-0.729;-0.79;1.0165;0.9269
2015-08-14;395955;67026;462981;570623;550669.8;215.22;9346.56;1817.26;-0.185;-0.878;-0.725;-0.85;1.0242;0.9222
2015-08-21;394737;68706;463443;570623;550669.8;206.13;8798.57;1729.77;-0.21;-0.868;-0.727;-0.82;1.0565;0.9277
2015-08-28;396035;67850;463885;570623;550669.8;206.33;8785.1;1731.25;-0.15;-0.795;-0.724;-0.8;1.0388;0.929
2015-09-04;395064;68859;463923;572319;557883.5;204.85;8652.35;1723.55;-0.168;-0.774;-0.727;-0.8;1.0291;0.9227
2015-09-11;398200;66100;464300;572319;557883.5;207.54;8772.44;1750.35;-0.099;-0.768;-0.731;-0.8;1.0316;0.9098
2015-09-18;402200;62749;464949;572319;557883.5;207.11;8739.22;1744.37;-0.056;-0.776;-0.727;-0.8;1.0325;0.9134
2015-09-25;405082;60518;465600;572319;557883.5;202.11;8505.94;1699.11;-0.096;-0.826;-0.727;-0.79;1.0212;0.9122
2015-10-02;399162;66141;465303;569406;566181.9;201.94;8515.52;1701.19;-0.225;-0.873;-0.731;-0.765;1.0292;0.9178
2015-10-09;401151;64151;465302;569406;566181.9;209.02;8680.21;1771.89;-0.195;-0.855;-0.724;-0.765;1.0396;0.9153
2015-10-16;399077;66852;465929;569406;566181.9;207.78;8715.73;1763.81;-0.244;-0.86;-0.724;-0.75;1.0486;0.9238
2015-10-23;401209;65758;466967;569406;566181.9;213.8;8910.52;1825.67;-0.316;-0.947;-0.731;-0.765;1.0217;0.9273
2015-10-30;402590;64788;467378;569406;566181.9;213.92;8938.65;1819.2;-0.294;-0.954;-0.732;-0.75;1.0123;0.9198
2015-11-06;402590;64601;467191;554804;571928.7;218;8970.27;1859.59;-0.305;-1.035;-0.756;-0.75;0.9946;0.9258
2015-11-13;401896;65776;467672;554804;571928.7;214.94;8749.84;1832.38;-0.324;-1.125;-0.788;-0.78;0.9939;0.9228
2015-11-20;402695;65639;468334;554804;571928.7;219.4;9015.83;1877.15;-0.341;-1.158;-0.806;-0.78;0.9818;0.9222
2015-11-27;401629;66725;468354;554804;571928.7;220.12;9002.96;1886.23;-0.372;-1.146;-0.82;-0.78;0.971;0.9167
2015-12-04;397098;70441;467539;561065;586970.5;220.25;8802.89;1879.43;-0.242;-1.067;-0.82;-0.8;1.0039;0.9227
2015-12-11;401399;66283;467682;561065;586970.5;214.01;8502.06;1822.01;-0.234;-0.992;-0.767;-0.81;1.0175;0.9256
2015-12-18;406130;62241;468371;561065;586970.5;218.23;8608.91;1859.69;-0.173;-0.955;-0.769;-0.79;1.0078;0.9274
2015-12-25;405989;62278;468267;561065;586970.5;220.24;8705.74;1878.04;-0.112;-0.929;-0.77;-0.75;1.0115;0.9222
2016-01-01;403759;64166;467925;559297;593234.1;223.29;8818.09;1905.52;-0.091;-0.887;-0.756;-0.75;0.9985;0.9199
2016-01-08;404004;65495;469499;559297;593234.1;210.83;8257.28;1783.51;-0.117;-0.852;-0.751;-0.84;1.0052;0.9197
2016-01-15;403841;67490;471331;559297;593234.1;205.85;8107.13;1748.01;-0.167;-0.886;-0.753;-0.81;0.9986;0.9152
2016-01-22;403135;69244;472379;559297;593234.1;208.88;8271.11;1776.97;-0.202;-0.944;-0.756;-0.79;0.9839;0.9118
2016-01-29;407335;65330;472665;559297;593234.1;215.13;8319.81;1838.63;-0.279;-0.955;-0.757;-0.76;0.9775;0.9023
2016-02-05;406171;66341;472512;560220;599758.6;209.98;7960.13;1787.17;-0.277;-0.928;-0.751;-0.76;1.0089;0.9045
2016-02-12;409207;64210;473417;560220;599758.6;200.45;7656.6;1701.08;-0.272;-0.954;-0.7756;-0.76;1.023;0.9093
2016-02-19;411600;64600;476200;560220;599758.6;210.75;7863.36;1799.04;-0.333;-1.01;-0.7822;-0.78;1.0104;0.9074
2016-02-26;418085;59560;477645;560220;599758.6;214.67;7877.03;1832.78;-0.412;-1.076;-0.8066;-0.78;1.0036;0.9176
2016-03-04;415273;64168;479441;563209;589812.6;219.85;7982.57;1880.05;-0.408;-1.073;-0.8;-0.84;1.007;0.9151
2016-03-11;411885;69409;481294;563209;589812.6;221.46;7998.43;1891.87;-0.302;-0.941;-0.7562;-0.84;1.0175;0.9128
2016-03-18;418418;64107;482525;563209;589812.6;221.36;7813.68;1876.5;-0.335;-0.995;-0.7312;-0.84;1.0317;0.9154
2016-03-25;419599;63723;483322;563209;589812.6;218.73;7775.58;1855.71;-0.352;-0.965;-0.7292;-0.84;1.023;0.9161
2016-04-01;420266;63495;483761;571932;595374.6;221.22;7688.34;1881.5;-0.364;-0.952;-0.7332;-0.725;1.0435;0.9165
2016-04-08;423583;62843;486426;571932;595374.6;222.85;7817.55;1901.49;-0.386;-0.956;-0.729;-0.81;1.0488;0.9201
2016-04-15;423800;65369;489169;571932;595374.6;223.83;8014.6;1903.42;-0.382;-0.97;-0.7246;-0.81;1.0333;0.9156
2016-04-22;425138;65731;490869;571932;595374.6;223.78;8109.44;1901.65;-0.283;-0.915;-0.7204;-0.79;1.0221;0.9104
2016-04-29;423933;67284;491217;571932;595374.6;221.7;7960.85;1877.2;-0.259;-0.892;-0.7294;-0.79;1.0424;0.9103
2016-05-06;419500;72190;491690;572168;616130.4;221.13;7735.6;1880.7;-0.319;-0.919;-0.7328;-0.79;1.0282;0.9016
2016-05-13;418950;73879;492829;572168;616130.4;223.04;7925.76;1899.25;-0.327;-0.923;-0.735;-0.79;1.0253;0.9065
2016-05-20;420234;73378;493612;572168;616130.4;224.86;7997.3;1914.42;-0.292;-0.905;-0.7334;-0.81;1.0098;0.8997
2016-05-27;420686;73377;494063;572168;616130.4;228.53;8292.45;1939.47;-0.322;-0.876;-0.7332;-0.81;1.0054;0.9046
2016-06-03;418154;75394;493548;575022;624227.2;227.58;8148.4;1921.64;-0.436;-0.926;-0.7378;-0.81;1.0246;0.9015
2016-06-10;415596;78170;493766;575022;624227.2;222.98;7922.71;1877.67;-0.477;-1.003;-0.7538;-0.81;1.0369;0.9215
2016-06-17;416535;79819;496354;575022;624227.2;217;7713.61;1826.46;-0.506;-1.075;-0.7722;-0.81;1.0421;0.924
2016-06-24;423466;77765;501231;575022;624227.2;217.86;7747.18;1833.08;-0.524;-1.051;-0.7992;-0.875;1.0272;0.9261
2016-07-01;430337;77163;507500;576172;635269.6;223.57;8085.21;1887.22;-0.621;-1.164;-0.7822;-0.975;1.0272;0.9227
2016-07-08;434058;76418;510476;576172;635269.6;220.53;8037.94;1858.35;-0.648;-1.152;-0.7762;-0.94;1.0169;0.9204
2016-07-15;434701;76343;511044;576172;635269.6;225.21;8156.26;1899.15;-0.573;-1.066;-0.765;-0.88;1.0179;0.9221
2016-07-22;433376;78079;511455;576172;635269.6;228.13;8194.73;1924.51;-0.539;-1.015;-0.7556;-0.84;1.0131;0.9229
2016-07-29;435006;76368;511374;576172;635269.6;229.83;8127.2;1936.55;-0.598;-1.044;-0.7476;-0.975;1.0315;0.923
2016-08-05;437319;74050;511369;582853;641049.8;231.26;8194.34;1946.74;-0.561;-0.992;-0.7524;-0.89;1.0195;0.9195
2016-08-12;434742;78186;512928;582853;641049.8;236.25;8295.04;1993;-0.578;-1.034;-0.7416;-0.88;1.026;0.9192
2016-08-19;436095;78029;514124;582853;641049.8;232.39;8127.28;1949.35;-0.514;-0.98;-0.7386;-0.86;1.0414;0.9195
2016-08-26;438083;77516;515599;582853;641049.8;233.13;8168.32;1955.77;-0.551;-0.97;-0.7386;-0.86;1.0224;0.9129
2016-09-02;438731;77040;515771;585944;656555.4;234.94;8294.3;1978.44;-0.473;-0.963;-0.736;-0.86;1.0199;0.9143
2016-09-09;438556;77276;515832;585944;656555.4;233.74;8264.13;1960.09;-0.456;-0.964;-0.7284;-0.86;1.025;0.9125
2016-09-16;438709;77952;516661;585944;656555.4;232.65;8130.44;1954.67;-0.422;-0.964;-0.7438;-0.81;1.0201;0.9143
2016-09-23;444599;72559;517158;585944;656555.4;236.13;8272.89;1985.81;-0.492;-0.983;-0.7464;-0.81;1.0308;0.9181
2016-09-30;452900;64478;517378;584825;666227.5;235.22;8139.01;1978.35;-0.575;-1.009;-0.75;-1;1.0295;0.9156
2016-10-07;451945;65677;517622;584825;666227.5;234.74;8124.59;1973.55;-0.511;-0.967;-0.7332;-0.82;1.023;0.9136
2016-10-14;451376;66800;518176;584825;666227.5;234.79;8089.91;1978.59;-0.497;-0.976;-0.7282;-0.81;1.0098;0.9204
2016-10-21;451255;67235;518490;584825;666227.5;233.95;8034.86;1972.95;-0.521;-0.986;-0.724;-0.79;1.0064;0.9246
2016-10-28;451946;66558;518504;584825;666227.5;231.1;7908.57;1947.85;-0.417;-0.935;-0.73;-0.76;1.0124;0.9215
2016-11-04;451841;66709;518550;588655;664465.2;226.03;7593.2;1906.72;-0.384;-0.96;-0.7292;-0.74;1.0325;0.927
2016-11-11;449849;70004;519853;588655;664465.2;227.79;7880.29;1918.72;-0.206;-0.899;-0.7312;-0.79;1.0125;0.9323
2016-11-18;458403;66254;524657;588655;664465.2;231.45;7904.55;1949.55;-0.137;-0.917;-0.7392;-0.85;0.9902;0.9349
2016-11-25;463012;64607;527619;588655;664465.2;231.52;7881.53;1951.35;-0.203;-0.982;-0.7464;-0.76;0.9857;0.9318
2016-12-02;457600;69900;527500;590616;683305.9;229.44;7784.01;1934.25;-0.163;-0.954;-0.747;-0.975;0.9897;0.9281
2016-12-09;454800;72600;527400;590616;683305.9;232.24;8099.63;1957.31;-0.097;-0.932;-0.7372;-0.84;0.9832;0.931
2016-12-16;457309;70584;527893;590616;683305.9;232.66;8227.72;1961.23;-0.111;-0.936;-0.7388;-0.84;0.974;0.932
2016-12-23;463600;64800;528400;590616;683305.9;234.85;8232.64;1977.65;-0.157;-0.933;-0.7312;-0.76;0.9741;0.9316
2016-12-30;466272;62693;528965;590616;683305.9;236.64;8219.87;1991.3;-0.224;-0.956;-0.7292;-1.375;0.9815;0.9331
2017-01-06;467564;62094;529658;593142;696104.2;240.12;8417.46;2019.26;-0.127;-0.822;-0.7292;-0.69;0.9821;0.9325
2017-01-13;464147;67250;531397;593142;696104.2;241.31;8452.19;2031.01;-0.175;-0.833;-0.7272;-0.74;0.9913;0.9314
2017-01-20;464281;67987;532268;593142;696104.2;241.08;8275.13;2032.49;-0.089;-0.796;-0.7294;-0.74;0.998;0.9328
2017-01-27;466714;66066;532780;593142;696104.2;243.01;8379.57;2042.13;-0.094;-0.816;-0.7274;-0.725;1.0007;0.9354
2017-02-03;462994;72200;535194;594644;674519.8;243.81;8350.84;2045.7;-0.089;-0.829;-0.7262;-0.76;1.0075;0.9342
2017-02-10;464516;74484;539000;594644;674519.8;248.17;8456.22;2081.67;-0.139;-0.827;-0.7244;-0.76;0.9974;0.9376
2017-02-17;467990;75468;543458;594644;674519.8;249.29;8506.49;2094.85;-0.154;-0.888;-0.7264;-0.81;0.9973;0.9395
2017-02-24;470161;78006;548167;594644;674519.8;250.65;8525.62;2111.29;-0.244;-0.943;-0.7292;-0.81;0.9924;0.9396
2017-03-03;471479;81885;553364;597274;702517.1;254.03;8670.06;2139.69;-0.149;-0.869;-0.724;-0.81;0.9924;0.9343
2017-03-10;467429;87977;555406;597274;702517.1;256.36;8669.97;2163.08;0.024;-0.762;-0.723;-0.875;0.9891;0.927
2017-03-17;470893;86280;557173;597274;702517.1;258.04;8698.53;2177.89;-0.045;-0.773;-0.726;-0.8;1.0015;0.9327
2017-03-24;476304;83777;560081;597274;702517.1;257.19;8613.64;2166.1;-0.049;-0.754;-0.7312;-0.81;1.0087;0.9341
2017-03-31;475149;86560;561709;602321;710532.1;259.02;8658.89;2188.08;-0.12;-0.794;-0.7296;-0.9;0.9971;0.9359
2017-04-07;476198;87919;564117;602321;710532.1;260.06;8640.91;2196.96;-0.204;-0.832;-0.7298;-0.76;0.9911;0.9358
2017-04-14;480630;86508;567138;602321;710532.1;262.94;8629.02;2223.4;-0.194;-0.849;-0.7322;-0.76;0.9946;0.9374
2017-04-21;480587;88466;569053;602321;710532.1;261.89;8553.99;2208.88;-0.227;-0.847;-0.7322;-0.81;1.0038;0.936
2017-04-28;479458;91990;571448;602321;710532.1;271.97;8812.67;2307.1;-0.143;-0.798;-0.73;-0.81;1.0052;0.9225
2017-05-05;480512;92553;573065;604109;730113.5;276.87;9016.66;2361.91;-0.076;-0.769;-0.732;-0.81;1.0127;0.9208
2017-05-12;484541;90451;574992;604109;730113.5;279.61;9123.41;2383.16;-0.089;-0.773;-0.727;-0.81;0.9987;0.914
2017-05-19;487479;88030;575509;604109;730113.5;274.84;9022.51;2336.9;-0.128;-0.814;-0.7292;-0.81;1.0278;0.9171
2017-05-26;489295;86678;575973;604109;730113.5;278.59;9042.03;2374.35;-0.148;-0.814;-0.7296;-0.79;1.0263;0.9179
2017-06-02;480329;95733;576062;613757;727977.5;279;9043.96;2374.72;-0.206;-0.851;-0.7296;-0.79;1.039;0.921
2017-06-09;476194;100208;576402;613757;727977.5;277.49;8845.85;2365.96;-0.193;-0.864;-0.7306;-0.4845;1.0316;0.9213
2017-06-16;482027;95411;577438;613757;727977.5;278.81;8963.29;2372.06;-0.176;-0.842;-0.7306;-0.4535;1.027;0.9172
2017-06-23;491740;86509;578249;613757;727977.5;278.23;9032.89;2363.53;-0.184;-0.829;-0.7306;-0.85;1.0318;0.9217
2017-06-30;490071;88573;578644;614523;724360.7;273.77;8906.89;2316.39;-0.049;-0.731;-0.73;-0.875;1.0435;0.9132
2017-07-07;486024;92682;578706;614523;724360.7;274.23;8883.27;2319.81;-0.006;-0.708;-0.7264;-0.8;1.0374;0.9099
2017-07-14;482673;96235;578908;614523;724360.7;278.38;9034.57;2365.23;-0.011;-0.694;-0.7286;-0.8025;1.038;0.905
2017-07-21;475443;103693;579136;614523;724360.7;277.37;8938.68;2366.12;-0.036;-0.712;-0.7286;-0.7775;1.0575;0.9065
2017-07-28;478934;100212;579146;614523;724360.7;278.04;9019.31;2369.96;0.028;-0.672;-0.7256;-0.8025;1.0322;0.8784
2017-08-04;479860;98783;578643;618973;745274.4;283.75;9176.99;2425.23;-0.091;-0.724;-0.7256;-0.7725;1.0279;0.8731
2017-08-11;476299;102612;578911;618973;745274.4;274.24;8884.04;2338.75;-0.19;-0.792;-0.7262;-0.8;1.0397;0.8794
2017-08-18;470257;109233;579490;618973;745274.4;277.01;8874.35;2363.1;-0.145;-0.763;-0.7258;-0.8;1.0365;0.8813
2017-08-25;472003;107751;579754;618973;745274.4;278.84;8906.18;2391.93;-0.162;-0.774;-0.7264;-0.8;1.0456;0.8768
2017-09-01;468516;110732;579248;624157;747029.9;279.22;8941.62;2402.85;-0.157;-0.778;-0.7262;-0.8;1.0364;0.874
2017-09-08;471462;107529;578991;624157;747029.9;279.46;8912.05;2410.17;-0.189;-0.81;-0.7262;-0.8;1.0591;0.88
2017-09-15;472550;106482;579032;624157;747029.9;282.91;9028.05;2443.05;-0.078;-0.737;-0.726;-0.79;1.0421;0.8719
2017-09-22;476188;103076;579264;624157;747029.9;284.77;9136.72;2458.8;-0.078;-0.742;-0.726;-0.8;1.0314;0.8633
2017-09-29;472974;105988;578962;624157;747029.9;285.72;9157.46;2460.17;-0.052;-0.74;-0.726;-0.99;1.0328;0.8741
2017-10-06;472875;105646;578521;624543;760965.6;288.36;9252.12;2482.12;-0.047;-0.741;-0.726;-0.85;1.0225;0.8713
2017-10-13;471303;107203;578506;624543;760965.6;291.98;9311.69;2517.54;-0.076;-0.761;-0.7264;-0.85;1.026;0.8683
2017-10-20;468663;109941;578604;624543;760965.6;289.03;9237.13;2494.03;-0.057;-0.753;-0.7264;-0.85;1.016;0.8622
2017-10-27;469397;109141;578538;624543;760965.6;294.12;9183.42;2555.45;-0.079;-0.773;-0.7264;-0.85;1.0022;0.8631
2017-11-03;468761;109081;577842;630555;782817.6;297.78;9322.05;2590.15;-0.115;-0.784;-0.737;-0.85;0.9995;0.8609
2017-11-10;472652;104879;577531;630555;782817.6;292.58;9134.16;2545.82;-0.098;-0.785;-0.7414;-0.855;1.0041;0.8607
2017-11-17;475147;102484;577631;630555;782817.6;292.43;9183.61;2547.4;-0.151;-0.806;-0.751;-0.85;1.0112;0.858
2017-11-24;477945;99596;577541;630555;782817.6;296.57;9325.6;2576.64;-0.154;-0.784;-0.751;-0.855;1.0207;0.8554
2017-12-01;475273;101507;576780;636584;784238.6;293.67;9274.55;2548.5;-0.171;-0.795;-0.753;-0.855;1.0244;0.8611
2017-12-08;476431;99442;575873;636584;784238.6;297.68;9319.16;2591.43;-0.191;-0.798;-0.7568;-0.85;1.0074;0.8556
2017-12-15;479895;95503;575398;636584;784238.6;297.14;9394.71;2575.56;-0.202;-0.801;-0.7582;-0.85;1.0097;0.859
2017-12-22;481132;93433;574565;636584;784238.6;299.81;9394.49;2594.95;-0.143;-0.785;-0.7558;-0.85;1.0118;0.8525
2017-12-29;473411;99800;573211;636584;784238.6;300.29;9381.87;2592.29;-0.178;-0.8;-0.7462;-0.85;1.0261;0.8549
2018-01-05;471361;101446;572807;635615;790124.8;308.17;9556.98;2663.28;-0.127;-0.694;-0.7356;-0.85;1.0258;0.8529
2018-01-12;473922;99890;573812;635615;790124.8;310.42;9546.61;2669.3;-0.016;-0.652;-0.7356;-0.855;1.0337;0.847
2018-01-19;468854;105800;574654;635615;790124.8;312.84;9509.77;2690.13;-0.022;-0.695;-0.742;-0.855;1.0378;0.8492
2018-01-26;465130;109865;574995;635615;790124.8;310.04;9515.56;2651.56;0.047;-0.651;-0.742;-0.855;1.0709;0.862
2018-02-02;465385;109328;574713;638989;759714.5;303.23;9220.69;2601.07;0.144;-0.636;-0.7474;-0.855;1.0738;0.862
2018-02-09;466418;108293;574711;638989;759714.5;287.8;8682;2470.28;0.152;-0.642;-0.7434;-0.855;1.0643;0.8695
2018-02-16;461998;113134;575132;638989;759714.5;299.97;8986.72;2578.58;0.13;-0.673;-0.7456;-0.8525;1.0782;0.8696
2018-02-23;460158;115805;575963;638989;759714.5;298.27;8948.19;2555.48;0.085;-0.712;-0.7446;-0.855;1.0681;0.8686
2018-03-02;458255;117773;576028;641572;767985.2;287.09;8628.51;2449.95;0.049;-0.748;-0.7446;-0.875;1.0666;0.8658
2018-03-09;464341;111511;575852;641572;767985.2;298.77;8931.85;2560.2;0.084;-0.727;-0.742;-0.85;1.0511;0.8541
2018-03-16;466352;109552;575904;641572;767985.2;296.82;8882.53;2537.87;0.055;-0.772;-0.74;-0.855;1.0501;0.8545
2018-03-23;469638;106394;576032;641572;767985.2;289.05;8569.08;2473.65;0.035;-0.789;-0.7362;-0.8525;1.0557;0.8545
2018-03-30;469168;106248;575416;641572;767985.2;291.2;8740.97;2501.86;0.001;-0.8;-0.7354;-0.85;1.0486;0.8507
2018-04-06;465402;109449;574851;644345;768362.9;289.51;8671.04;2480.39;-0.022;-0.815;-0.735;-0.85;1.0426;0.849
2018-04-13;466245;108885;575130;644345;768362.9;293.35;8776.17;2515.03;-0.01;-0.743;-0.7352;-0.85;1.0394;0.8429
2018-04-20;471997;103365;575362;644345;768362.9;298.33;8807.8;2558.68;0.096;-0.647;-0.7312;-0.85;1.0257;0.835
2018-04-27;471190;103987;575177;644345;768362.9;299.92;8843.02;2586.34;0.064;-0.673;-0.7282;-0.85;1.0124;0.8345
2018-05-04;473801;102142;575943;645540;787388.5;301.68;8903.83;2610.09;0.019;-0.672;-0.7226;-0.855;1;0.8361
2018-05-11;472752;103489;576241;645540;787388.5;307.24;8993.51;2661;0.045;-0.628;-0.7196;-0.85;0.9997;0.8372
2018-05-18;470379;106001;576380;645540;787388.5;304.94;8940.46;2645.56;0.073;-0.63;-0.7236;-0.85;1.0021;0.8515
2018-05-25;466330;110295;576625;645540;787388.5;302.55;8759.08;2625.63;-0.028;-0.711;-0.7336;-0.85;1.0105;0.8673
2018-06-01;467337;109160;576497;649133;774548.6;300.07;8618.54;2595.26;-0.086;-0.746;-0.7348;-0.85;1.0121;0.868
2018-06-08;463802;112513;576315;649133;774548.6;303.06;8512.06;2628.82;0;-0.681;-0.7338;-0.85;1.0148;0.8624
2018-06-15;465819;110642;576461;649133;774548.6;306.11;8642.6;2670;-0.059;-0.73;-0.7312;-0.85;1.0024;0.8634
2018-06-22;466795;109903;576698;649133;774548.6;299.98;8616.56;2619;-0.065;-0.706;-0.731;-0.855;1.0122;0.8683
2018-06-29;469308;107123;576431;649133;774548.6;297.82;8609.3;2598.1;-0.105;-0.69;-0.7316;-0.85;1.0096;0.864
2018-07-06;468634;107328;575962;645554;783814.4;296.31;8697.42;2598.86;-0.138;-0.695;-0.7302;-0.85;1.0103;0.8606
2018-07-13;473049;103014;576063;645554;783814.4;301.99;8861.05;2657.79;-0.101;-0.677;-0.7172;-0.85;0.9983;0.8543
2018-07-20;474202;102175;576377;645554;783814.4;301.89;8991.34;2665.18;-0.069;-0.668;-0.7238;-0.85;1.0076;0.8594
2018-07-27;476486;99887;576373;645554;783814.4;305.4;9173.2;2700.1;-0.061;-0.641;-0.7216;-0.85;1.0057;0.8626
2018-08-03;476154;99743;575897;650560;776934.6;303.5;9158;2685.33;-0.054;-0.641;-0.7256;-0.85;1.0059;0.8694
2018-08-10;473360;102759;576119;650560;776934.6;302.54;9031.33;2663.48;-0.135;-0.691;-0.7232;-0.85;1.0047;0.8804
2018-08-17;472595;104130;576725;650560;776934.6;298.33;9003.91;2632.45;-0.156;-0.723;-0.7256;-0.85;1.0045;0.878
2018-08-24;477033;99797;576830;650560;776934.6;303.97;9052.9;2685.83;-0.136;-0.695;-0.7256;-0.85;1.0169;0.8749
2018-08-31;477838;98398;576236;655168;753850.2;305.09;8973.56;2691.53;-0.124;-0.702;-0.7284;-0.85;1.0321;0.8895
2018-09-07;475702;100777;576479;655168;753850.2;296.32;8843.11;2602.59;-0.091;-0.684;-0.7284;-0.85;1.0317;0.8931
2018-09-14;474712;102376;577088;655168;753850.2;301.02;8970;2659.47;-0.042;-0.673;-0.7306;-0.85;1.0337;0.8892
2018-09-21;470768;106845;577613;655168;753850.2;298.67;8995.38;2631.06;-0.014;-0.674;-0.7308;-0.85;1.0431;0.8877
2018-09-28;474784;103130;577914;655168;753850.2;297.75;9087.99;2625.81;0.014;-0.66;-0.7358;-0.85;1.0233;0.879
2018-10-05;469434;108070;577504;654692;763049.3;289.05;9042.08;2538.01;0.057;-0.645;-0.7414;-0.85;1.0233;0.879
2018-10-12;468242;109339;577581;654692;763049.3;273.02;8660.38;2388.41;0.055;-0.653;-0.7424;-0.85;1.0233;0.879
2018-10-19;471581;106343;577924;654692;763049.3;274.87;8872.09;2406.08;-0.009;-0.69;-0.7464;-0.85;1.0233;0.879
2018-10-26;470058;107974;578032;654692;763049.3;264.06;8665.8;2297.43;-0.066;-0.729;-0.7412;-0.85;1.0233;0.879
2018-11-02;469903;107622;577525;661379;778050;278.75;8992.3;2437.13;-0.011;-0.691;-0.746;-0.85;1.0233;0.879
2018-11-09;475638;101563;577201;661379;778050;275.07;9074.03;2397.66;-0.015;-0.702;-0.7478;-0.85;1.0233;0.879
2018-11-16;474475;102862;577337;661379;778050;263.06;8907.39;2283.84;-0.047;-0.716;-0.7438;-0.85;1.0233;0.879
2018-11-23;472714;104628;577342;661379;778050;259.57;8845.9;2249.67;-0.103;-0.716;-0.745;-0.85;1.0233;0.879
2018-11-30;471974;104914;576888;668000;775131.2;260.58;9037.76;2255.52;-0.091;-0.716;-0.7382;-0.85;1.0233;0.879
2018-12-07;472503;103880;576383;668000;775131.2;253.1;8741.03;2196.36;-0.091;-0.716;-0.739;-0.85;1.0233;0.879
2018-12-14;471644;104676;576320;668000;775131.2;251.26;8713.68;2184.37;-0.091;-0.716;-0.7322;-0.85;1.0233;0.879
2018-12-21;474489;101055;575544;668000;775131.2;240.19;8417.29;2078.64;-0.091;-0.716;-0.7344;-0.85;1.0233;0.879
2018-12-28;479005;95184;574189;668000;775131.2;243.17;8429.3;2102.35;-0.091;-0.716;-0.718;-0.85;1.0233;0.879
2019-01-04;480032;93996;574028;670280;763727.9;246.88;8608.56;2126.03;-0.091;-0.716;-0.7116;-0.85;1.0233;0.879
2019-01-11;482959;92231;575190;670280;763727.9;255.5;8828.22;2201.99;-0.091;-0.716;-0.7024;-0.85;1.0233;0.879
2019-01-18;482302;94027;576329;670280;763727.9;263.19;9023.96;2288.6;-0.091;-0.716;-0.702;-0.85;1.0233;0.879
2019-01-25;481691;94995;576686;670280;763727.9;264.45;8922.49;2302.75;-0.091;-0.716;-0.6988;-0.85;1.0233;0.879
2019-02-01;482661;93588;576249;671291;763727.9;264.41;8996.36;2299.49;-0.091;-0.716;-0.7062;-0.85;1.0233;0.879
2019-02-08;486790;89457;576247;671291;763727.9;261.72;9003.41;2286.68;-0.091;-0.716;-0.7062;-0.85;1.0233;0.879
2019-02-15;492743;83596;576339;671291;763727.9;268.74;9242.12;2361.66;-0.091;-0.716;-0.7062;-0.85;1.0233;0.879
2019-02-22;493588;82954;576542;671291;763727.9;271.52;9348.93;2384.06;-0.091;-0.716;-0.7062;-0.85;1.0233;0.879
